19452,18080,0
19453,18086,0
19454,18084,0
19455,18082,0
19456,18088,0
19457,18082,0
19458,18087,0
19458,18089,0
19459,18082,0
19460,18082,0
19461,18082,0
19461,18084,0
19462,18088,0
19463,18082,0
19464,18080,0
19465,18084,0
19466,18088,0
19467,18088,0
19468,18084,0
19469,18080,0
19470,18088,0
19471,18080,0
19472,18088,0
19473,18084,0
19474,18080,0
19475,18080,0
19476,18082,0
19477,18088,0
19478,18080,0
19479,18084,0
19480,18084,0
19480,18088,0
19481,18080,0
19482,18080,0
19483,18084,0
19483,18089,0
19484,18088,0
19485,18080,0
19486,18088,0
19487,18082,0
19488,18084,0
19489,18084,0
19490,18084,0
19491,18080,0
19492,18084,0
19493,18080,0
19494,18081,0
19494,18082,0
19495,18084,0
19496,18084,0
19497,18088,0
19498,18084,0
19499,18089,0
19500,18089,0
19501,18080,0
19502,18084,0
19503,18080,0
19504,18089,0
19505,18084,0
19506,18089,0
19507,18084,0
19508,18088,0
19509,18082,0
19510,18082,0
19511,18080,0
19512,18082,0
19513,18080,0
19514,18088,0
19515,18082,0
19516,18080,0
19517,18082,0
19518,18088,0
19519,18084,0
19520,18088,0
19521,18088,0
19522,18082,0
19523,18082,0
19523,18084,0
19524,18082,0
19525,18088,0
19526,18088,0
19527,18089,0
19528,18082,0
19529,18084,0
19530,18089,0
19531,18089,0
19532,18082,0
19532,18089,0
19533,18089,0
19534,18080,0
19534,18088,0
19534,18089,0
19535,18082,0
19536,18082,0
19536,18089,0
19537,18084,0
19538,18089,0
19539,18082,0
19540,18082,0
19541,18082,0
19542,18084,0
19542,18088,0
19542,18089,0
19543,18089,0
19544,18089,0
19545,18080,0
19546,18084,0
19546,18088,0
19547,18080,0
19548,18080,0
19548,18082,0
19549,18086,0
19550,18084,0
19550,18086,0
19551,18080,0
19552,18088,0
19553,18080,0
19554,18088,0
19555,18080,0
19556,18080,0
19557,18089,0
19558,18080,0
19559,18080,0
19560,18084,0
19561,18088,0
19562,18089,0
19563,18080,0
19564,18088,0
19565,18082,0
19566,18084,0
19567,18082,0
19567,18088,0
19568,18084,0
19569,18084,0
19569,18088,0
19570,18084,0
19571,18082,0
19572,18084,0
19573,18084,0
19573,18086,0
19574,18087,0
19575,18088,0
19576,18080,0
19577,18084,0
19577,18086,0
19578,18084,0
19579,18088,0
19580,18084,0
19581,18080,0
19582,18080,0
19583,18082,0
19584,18082,0
19585,18084,0
19586,18080,0
19587,18082,0
19588,18084,0
19589,18084,0
19590,18084,0
19590,18089,0
19591,18082,0
19592,18084,0
19593,18084,0
19594,18082,0
19594,18088,0
19595,18080,0
19596,18084,0
19596,18085,0
19597,18084,0
19598,18080,0
19599,18088,0
19600,18088,0
19601,18082,0
19602,18080,0
19603,18082,0
19604,18088,0
19604,18089,0
19605,18084,0
19606,18080,0
19607,18080,0
19608,18089,0
19609,18080,0
19610,18084,0
19611,18082,0
19611,18088,0
19612,18082,0
19612,18084,0
19612,18085,0
19612,18088,0
19612,18089,0
19613,18088,0
19614,18080,0
19615,18084,0
19616,18088,0
19617,18082,0
19618,18080,0
19619,18088,0
19620,18082,0
19621,18082,0
19622,18080,0
19623,18080,0
19624,18088,0
19624,18089,0
19625,18080,0
19626,18082,0
19627,18082,0
19628,18080,0
19629,18084,0
19629,18089,0
19630,18082,0
19631,18084,0
19632,18082,0
19633,18080,0
19634,18084,0
19635,18084,0
19636,18082,0
19636,18086,0
19637,18088,0
19638,18089,0
