10101,9415,0
10102,9421,0
10103,9419,0
10104,9417,0
10105,9423,0
10106,9417,0
10107,9422,0
10107,9424,0
10108,9417,0
10109,9417,0
10110,9417,0
10110,9419,0
10111,9423,0
10112,9417,0
10113,9415,0
10114,9419,0
10115,9423,0
10116,9423,0
10117,9419,0
10118,9415,0
10119,9423,0
10120,9415,0
10121,9423,0
10122,9419,0
10123,9415,0
10124,9415,0
10125,9417,0
10126,9423,0
10127,9415,0
10128,9419,0
10129,9419,0
10129,9423,0
10130,9415,0
10131,9415,0
10132,9419,0
10132,9424,0
10133,9423,0
10134,9415,0
10135,9423,0
10136,9417,0
10137,9419,0
10138,9419,0
10139,9419,0
10140,9415,0
10141,9419,0
10142,9415,0
10143,9416,0
10143,9417,0
10144,9419,0
10145,9419,0
10146,9423,0
10147,9419,0
10148,9424,0
10149,9424,0
10150,9415,0
10151,9419,0
10152,9415,0
10153,9424,0
10154,9419,0
10155,9424,0
10156,9419,0
10157,9423,0
10158,9417,0
10159,9417,0
10160,9415,0
10161,9417,0
10162,9415,0
10163,9423,0
10164,9417,0
10165,9415,0
10166,9417,0
10167,9423,0
10168,9419,0
10169,9423,0
10170,9423,0
10171,9417,0
10172,9417,0
10172,9419,0
10173,9417,0
10174,9423,0
10175,9423,0
10176,9424,0
10177,9417,0
10178,9419,0
10179,9424,0
10180,9424,0
10181,9417,0
10181,9424,0
10182,9424,0
10183,9415,0
10183,9423,0
10183,9424,0
10184,9417,0
10185,9417,0
10185,9424,0
10186,9419,0
10187,9424,0
10188,9417,0
10189,9417,0
10190,9417,0
10191,9419,0
10191,9423,0
10191,9424,0
10192,9424,0
10193,9424,0
10194,9415,0
10195,9419,0
10195,9423,0
10196,9415,0
10197,9415,0
10197,9417,0
10198,9421,0
10199,9419,0
10199,9421,0
10200,9415,0
10201,9423,0
10202,9415,0
10203,9423,0
10204,9415,0
10205,9415,0
10206,9424,0
10207,9415,0
10208,9415,0
10209,9419,0
10210,9423,0
10211,9424,0
10212,9415,0
10213,9423,0
10214,9417,0
10215,9419,0
10216,9417,0
10216,9423,0
10217,9419,0
10218,9419,0
10218,9423,0
10219,9419,0
10220,9417,0
10221,9419,0
10222,9419,0
10222,9421,0
10223,9422,0
10224,9423,0
10225,9415,0
10226,9419,0
10226,9421,0
10227,9419,0
10228,9423,0
10229,9419,0
10230,9415,0
10231,9415,0
10232,9417,0
10233,9417,0
10234,9419,0
10235,9415,0
10236,9417,0
10237,9419,0
10238,9419,0
10239,9419,0
10239,9424,0
10240,9417,0
10241,9419,0
10242,9419,0
10243,9417,0
10243,9423,0
10244,9415,0
10245,9419,0
10245,9420,0
10246,9419,0
10247,9415,0
10248,9423,0
10249,9423,0
10250,9417,0
10251,9415,0
10252,9417,0
10253,9423,0
10253,9424,0
10254,9419,0
10255,9415,0
10256,9415,0
10257,9424,0
10258,9415,0
10259,9419,0
10260,9417,0
10260,9423,0
10261,9417,0
10261,9419,0
10261,9420,0
10261,9423,0
10261,9424,0
10262,9423,0
10263,9415,0
10264,9419,0
10265,9423,0
10266,9417,0
10267,9415,0
10268,9423,0
10269,9417,0
10270,9417,0
10271,9415,0
10272,9415,0
10273,9423,0
10273,9424,0
10274,9415,0
10275,9417,0
10276,9417,0
10277,9415,0
10278,9419,0
10278,9424,0
10279,9417,0
10280,9419,0
10281,9417,0
10282,9415,0
10283,9419,0
10284,9419,0
10285,9417,0
10285,9421,0
10286,9423,0
10287,9424,0
10288,9417,0
10289,9417,0
10290,9424,0
10291,9417,0
10292,9415,0
10293,9419,0
10293,9423,0
10294,9423,0
10295,9419,0
10296,9415,0
10297,9419,0
10298,9423,0
10299,9419,0
10300,9419,0
10301,9419,0
10302,9415,0
10303,9424,0
10304,9423,0
10304,9424,0
10305,9415,0
10306,9419,0
10307,9423,0
10308,9417,0
10309,9417,0
10310,9417,0
10310,9423,0
10310,9424,0
10311,9416,0
10311,9423,0
10312,9417,0
10313,9417,0
10314,9417,0
10315,9415,0
10316,9423,0
10317,9417,0
10317,9419,0
10317,9423,0
10318,9415,0
10318,9417,0
10318,9422,0
10319,9423,0
10320,9417,0
10321,9421,0
10321,9423,0
10321,9424,0
10322,9419,0
10323,9415,0
10324,9424,0
10325,9417,0
10326,9415,0
10327,9417,0
10328,9424,0
10329,9417,0
