source,target,count
9067,4714,1
9067,4754,9
9067,4789,1
9067,4794,1
9067,4801,3
9067,4831,7
9067,4835,26
9067,4840,1
9067,4885,2
9067,4887,16
9067,4910,3
9067,4962,1
9067,4970,1
9067,5030,1
9067,5033,1
9067,5049,1
9067,5060,1
9067,5086,3
9067,5105,1
9067,5106,1
9067,5113,1
9067,5130,1
9067,5141,1
9067,5174,2
9067,5202,9
9067,5219,2
9067,5267,5
9067,5269,3
9067,5275,37
9067,5301,1
9067,5337,1
9067,5345,1
9067,5369,6
9067,5391,9
9067,5424,1
9067,5435,1
9067,5438,2
9067,5450,2
9067,5489,15
9067,5496,2
9067,5579,2
9067,5638,1
9067,5670,1
9067,5714,1
9067,5745,12
9067,5783,1
9067,5786,9
9067,5861,3
9067,5876,1
9067,5887,1
9067,5896,1
9067,5905,1
9067,5936,2
9067,5939,40
9067,5977,3
9067,5995,1
9067,6024,1
9067,6027,25
9067,6119,1
9067,6129,1
9067,6143,6
9067,6176,1
9067,6203,2
9067,6254,18
9067,6280,4
9067,6342,7
9067,6343,7
9067,6371,27
9067,6383,7
9067,6397,1
9067,6409,4
9067,6436,1
9067,6446,1
9067,6451,1
9067,6491,2
9067,6508,1
9067,6553,3
9067,6617,4
9067,6622,1
9067,6663,1
9067,6664,31
9067,6677,1
9067,6701,18
9067,6711,5
9067,6723,242
9067,6728,1
9067,6731,8
9067,6733,71
9067,6741,2
9067,6767,3
9067,6783,7
9067,6819,1
9067,6830,14
9067,6870,3
9067,6873,3
9067,6885,3
9067,6888,3
9067,6894,7
9067,6908,5
9067,6922,3
9067,6957,1
9067,6959,3
9067,6964,1
9067,6985,1
9067,6990,3
9067,7010,3
9067,7030,5
9067,7043,7
9067,7047,1
9067,7138,1
9067,7153,10
9067,7215,2
9067,7216,8
9067,7239,1
9067,7244,8
9067,7327,3
9067,7349,2
9067,7415,11
9067,7421,1
9067,7430,9
9067,7448,1
9067,7449,1
9067,7486,1
9067,7505,9
9067,7515,1
9067,7530,83
9067,7569,3
9067,7575,3
9067,7644,33
9067,7677,1
9067,7883,1
9067,7900,3
9067,7901,2
9067,7969,2
9067,8030,3
9067,8049,1
9067,8057,4
9067,8063,1
9067,8068,1
9067,8076,3
